JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460158.61252,10.220,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.666|CMAGINS=16.900|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.868|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.321,Z,16.900,17.868,,DY HER,AAVSO,STD,8,,,
2460158.61323,10.229,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.707|CMAGINS=16.931|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.900|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.324,Z,16.931,17.900,,DY HER,AAVSO,STD,8,,,
2460158.61393,10.224,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.690|CMAGINS=16.919|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.881|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.327,Z,16.919,17.881,,DY HER,AAVSO,STD,8,,,
2460158.61464,10.230,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.687|CMAGINS=16.910|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.874|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.330,Z,16.910,17.874,,DY HER,AAVSO,STD,8,,,
2460158.61534,10.236,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.706|CMAGINS=16.924|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.886|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.333,Z,16.924,17.886,,DY HER,AAVSO,STD,8,,,
2460158.61605,10.249,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.711|CMAGINS=16.916|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.879|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.336,Z,16.916,17.879,,DY HER,AAVSO,STD,8,,,
2460158.61675,10.256,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.726|CMAGINS=16.923|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.888|KREFMAG=11.431|KREFERR= 0.004,1,1.339,Z,16.923,17.888,,DY HER,AAVSO,STD,9,,,
2460158.61750,9.934,0.003,,I,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.356|CMAGINS=16.810|CREFMAG= 9.355|CREFERR= 0.003|KMAGINS=17.791|KREFMAG=10.321|KREFERR= 0.004,1,1.342,Z,16.810,17.791,,DY HER,AAVSO,STD,9,,,
2460158.61826,10.266,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.735|CMAGINS=16.924|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.890|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.346,Z,16.924,17.890,,DY HER,AAVSO,STD,9,,,
2460158.61897,10.276,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.732|CMAGINS=16.910|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.880|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.349,Z,16.910,17.880,,DY HER,AAVSO,STD,9,,,
2460158.61967,10.278,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.734|CMAGINS=16.910|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.864|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.352,Z,16.910,17.864,,DY HER,AAVSO,STD,9,,,
2460158.62037,10.289,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.762|CMAGINS=16.927|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.897|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.356,Z,16.927,17.897,,DY HER,AAVSO,STD,9,,,
2460158.62108,10.289,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.752|CMAGINS=16.917|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.883|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.359,Z,16.917,17.883,,DY HER,AAVSO,STD,9,,,
2460158.62178,10.297,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.751|CMAGINS=16.909|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.872|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.362,Z,16.909,17.872,,DY HER,AAVSO,STD,9,,,
2460158.62249,10.306,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.758|CMAGINS=16.906|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.872|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.366,Z,16.906,17.872,,DY HER,AAVSO,STD,9,,,
2460158.62319,10.314,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.767|CMAGINS=16.907|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.868|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.369,Z,16.907,17.868,,DY HER,AAVSO,STD,9,,,
2460158.62389,10.320,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.780|CMAGINS=16.914|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.880|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.373,Z,16.914,17.880,,DY HER,AAVSO,STD,9,,,
2460158.62460,10.321,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.784|CMAGINS=16.916|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.876|KREFMAG=11.431|KREFERR= 0.004,1,1.376,Z,16.916,17.876,,DY HER,AAVSO,STD,10,,,
2460158.62535,9.967,0.003,,I,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.358|CMAGINS=16.778|CREFMAG= 9.355|CREFERR= 0.003|KMAGINS=17.754|KREFMAG=10.321|KREFERR= 0.004,1,1.380,Z,16.778,17.754,,DY HER,AAVSO,STD,10,,,
2460158.62611,10.333,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.785|CMAGINS=16.907|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.867|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.384,Z,16.907,17.867,,DY HER,AAVSO,STD,10,,,
2460158.62682,10.346,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.783|CMAGINS=16.892|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.865|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.388,Z,16.892,17.865,,DY HER,AAVSO,STD,10,,,
2460158.62752,10.344,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.806|CMAGINS=16.917|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.878|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.391,Z,16.917,17.878,,DY HER,AAVSO,STD,10,,,
2460158.62823,10.354,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.797|CMAGINS=16.898|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.873|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.395,Z,16.898,17.873,,DY HER,AAVSO,STD,10,,,
2460158.62893,10.354,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.808|CMAGINS=16.909|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.875|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.399,Z,16.909,17.875,,DY HER,AAVSO,STD,10,,,
2460158.62964,10.364,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.830|CMAGINS=16.921|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.889|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.403,Z,16.921,17.889,,DY HER,AAVSO,STD,10,,,
2460158.63034,10.375,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.810|CMAGINS=16.890|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.867|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.406,Z,16.890,17.867,,DY HER,AAVSO,STD,10,,,
2460158.63105,10.375,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.845|CMAGINS=16.925|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.883|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.410,Z,16.925,17.883,,DY HER,AAVSO,STD,10,,,
2460158.63175,10.377,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.843|CMAGINS=16.920|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.887|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.414,Z,16.920,17.887,,DY HER,AAVSO,STD,10,,,
2460158.63245,10.386,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.857|CMAGINS=16.925|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.889|KREFMAG=11.431|KREFERR= 0.004,1,1.418,Z,16.925,17.889,,DY HER,AAVSO,STD,11,,,
2460158.63320,10.004,0.003,,I,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.400|CMAGINS=16.782|CREFMAG= 9.355|CREFERR= 0.003|KMAGINS=17.764|KREFMAG=10.321|KREFERR= 0.004,1,1.423,Z,16.782,17.764,,DY HER,AAVSO,STD,11,,,
2460158.63396,10.391,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.849|CMAGINS=16.914|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.881|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.427,Z,16.914,17.881,,DY HER,AAVSO,STD,11,,,
2460158.63467,10.393,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.873|CMAGINS=16.935|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.900|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.431,Z,16.935,17.900,,DY HER,AAVSO,STD,11,,,
2460158.63538,10.397,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.855|CMAGINS=16.914|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.880|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.435,Z,16.914,17.880,,DY HER,AAVSO,STD,11,,,
2460158.63608,10.405,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.873|CMAGINS=16.924|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.911|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.440,Z,16.924,17.911,,DY HER,AAVSO,STD,11,,,
2460158.63679,10.409,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.886|CMAGINS=16.933|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.901|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.444,Z,16.933,17.901,,DY HER,AAVSO,STD,11,,,
2460158.63749,10.414,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.885|CMAGINS=16.926|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.896|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.448,Z,16.926,17.896,,DY HER,AAVSO,STD,11,,,
2460158.63868,10.419,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.895|CMAGINS=16.932|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.901|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.455,Z,16.932,17.901,,DY HER,AAVSO,STD,11,,,
2460158.63938,10.418,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.893|CMAGINS=16.931|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.901|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.460,Z,16.931,17.901,,DY HER,AAVSO,STD,11,,,
2460158.64008,10.417,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.896|CMAGINS=16.935|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.897|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.464,Z,16.935,17.897,,DY HER,AAVSO,STD,11,,,
2460158.64079,10.425,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.888|CMAGINS=16.918|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.878|KREFMAG=11.431|KREFERR= 0.004,1,1.469,Z,16.918,17.878,,DY HER,AAVSO,STD,12,,,
2460158.64154,10.015,0.004,,I,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.435|CMAGINS=16.805|CREFMAG= 9.355|CREFERR= 0.003|KMAGINS=17.773|KREFMAG=10.321|KREFERR= 0.004,1,1.474,Z,16.805,17.773,,DY HER,AAVSO,STD,12,,,
2460158.64231,10.437,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.895|CMAGINS=16.914|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.876|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.479,Z,16.914,17.876,,DY HER,AAVSO,STD,12,,,
2460158.64301,10.439,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.914|CMAGINS=16.931|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.894|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.484,Z,16.931,17.894,,DY HER,AAVSO,STD,12,,,
2460158.64372,10.439,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.921|CMAGINS=16.938|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.895|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.488,Z,16.938,17.895,,DY HER,AAVSO,STD,12,,,
2460158.64442,10.453,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.937|CMAGINS=16.941|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.922|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.493,Z,16.941,17.922,,DY HER,AAVSO,STD,12,,,
2460158.64513,10.448,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.934|CMAGINS=16.942|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.914|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.498,Z,16.942,17.914,,DY HER,AAVSO,STD,12,,,
2460158.64583,10.451,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.913|CMAGINS=16.918|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.880|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.503,Z,16.918,17.880,,DY HER,AAVSO,STD,12,,,
2460158.64654,10.462,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.929|CMAGINS=16.924|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.896|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.508,Z,16.924,17.896,,DY HER,AAVSO,STD,12,,,
2460158.64724,10.461,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.932|CMAGINS=16.927|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.895|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.513,Z,16.927,17.895,,DY HER,AAVSO,STD,12,,,
2460158.64795,10.462,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.940|CMAGINS=16.934|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.895|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.518,Z,16.934,17.895,,DY HER,AAVSO,STD,12,,,
2460158.64865,10.472,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.947|CMAGINS=16.930|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.907|KREFMAG=11.431|KREFERR= 0.004,1,1.524,Z,16.930,17.907,,DY HER,AAVSO,STD,13,,,
2460158.64940,10.034,0.004,,I,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.442|CMAGINS=16.791|CREFMAG= 9.355|CREFERR= 0.003|KMAGINS=17.770|KREFMAG=10.321|KREFERR= 0.004,1,1.529,Z,16.791,17.770,,DY HER,AAVSO,STD,13,,,
2460158.65016,10.467,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.934|CMAGINS=16.925|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.895|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.535,Z,16.925,17.895,,DY HER,AAVSO,STD,13,,,
2460158.65087,10.472,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.954|CMAGINS=16.939|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.910|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.540,Z,16.939,17.910,,DY HER,AAVSO,STD,13,,,
2460158.65157,10.469,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.957|CMAGINS=16.945|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.908|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.546,Z,16.945,17.908,,DY HER,AAVSO,STD,13,,,
2460158.65228,10.486,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.981|CMAGINS=16.952|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.925|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.551,Z,16.952,17.925,,DY HER,AAVSO,STD,13,,,
2460158.65298,10.485,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.965|CMAGINS=16.937|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.899|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.557,Z,16.937,17.899,,DY HER,AAVSO,STD,13,,,
2460158.65369,10.491,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.976|CMAGINS=16.942|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.922|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.562,Z,16.942,17.922,,DY HER,AAVSO,STD,13,,,
2460158.65439,10.494,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.967|CMAGINS=16.930|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.900|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.568,Z,16.930,17.900,,DY HER,AAVSO,STD,13,,,
2460158.65509,10.498,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.977|CMAGINS=16.937|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.908|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.574,Z,16.937,17.908,,DY HER,AAVSO,STD,13,,,
2460158.65580,10.490,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.985|CMAGINS=16.951|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.926|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.580,Z,16.951,17.926,,DY HER,AAVSO,STD,13,,,
2460158.65650,10.499,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.981|CMAGINS=16.938|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.904|KREFMAG=11.431|KREFERR= 0.005,1,1.585,Z,16.938,17.904,,DY HER,AAVSO,STD,14,,,
2460158.65724,10.061,0.004,,I,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.469|CMAGINS=16.792|CREFMAG= 9.355|CREFERR= 0.003|KMAGINS=17.774|KREFMAG=10.321|KREFERR= 0.004,1,1.592,Z,16.792,17.774,,DY HER,AAVSO,STD,14,,,
2460158.65801,10.512,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.986|CMAGINS=16.931|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.898|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.598,Z,16.931,17.898,,DY HER,AAVSO,STD,14,,,
2460158.65871,10.506,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.003|CMAGINS=16.954|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.914|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.604,Z,16.954,17.914,,DY HER,AAVSO,STD,14,,,
2460158.65941,10.502,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.995|CMAGINS=16.950|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.911|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.610,Z,16.950,17.911,,DY HER,AAVSO,STD,14,,,
2460158.66011,10.507,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.001|CMAGINS=16.950|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.923|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.617,Z,16.950,17.923,,DY HER,AAVSO,STD,14,,,
2460158.66082,10.510,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.002|CMAGINS=16.948|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.910|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.623,Z,16.948,17.910,,DY HER,AAVSO,STD,14,,,
2460158.66152,10.513,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.995|CMAGINS=16.940|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.917|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.629,Z,16.940,17.917,,DY HER,AAVSO,STD,14,,,
2460158.66223,10.528,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.013|CMAGINS=16.941|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.917|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.636,Z,16.941,17.917,,DY HER,AAVSO,STD,14,,,
2460158.66294,10.521,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.012|CMAGINS=16.948|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.916|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.643,Z,16.948,17.916,,DY HER,AAVSO,STD,14,,,
2460158.66364,10.534,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.031|CMAGINS=16.954|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.926|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.649,Z,16.954,17.926,,DY HER,AAVSO,STD,14,,,
2460158.66435,10.528,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.027|CMAGINS=16.955|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.930|KREFMAG=11.431|KREFERR= 0.005,1,1.656,Z,16.955,17.930,,DY HER,AAVSO,STD,15,,,
2460158.66509,10.078,0.004,,I,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.490|CMAGINS=16.796|CREFMAG= 9.355|CREFERR= 0.003|KMAGINS=17.775|KREFMAG=10.321|KREFERR= 0.004,1,1.663,Z,16.796,17.775,,DY HER,AAVSO,STD,15,,,
2460158.66586,10.535,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.034|CMAGINS=16.956|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.930|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.670,Z,16.956,17.930,,DY HER,AAVSO,STD,15,,,
2460158.66703,10.536,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.048|CMAGINS=16.970|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.932|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.681,Z,16.970,17.932,,DY HER,AAVSO,STD,15,,,
2460158.66774,10.544,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.054|CMAGINS=16.967|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.932|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.689,Z,16.967,17.932,,DY HER,AAVSO,STD,15,,,
2460158.66844,10.545,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.044|CMAGINS=16.956|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=17.932|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.696,Z,16.956,17.932,,DY HER,AAVSO,STD,15,,,
2460158.66915,10.582,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.100|CMAGINS=16.975|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=18.040|KREFMAG=11.431|KREFERR= 0.005|TV_VI=0.0269,1,1.703,Z,16.975,18.040,,DY HER,AAVSO,STD,15,,,
2460158.66985,10.883,0.004,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.583|CMAGINS=17.157|CREFMAG=10.474|CREFERR= 0.004|KMAGINS=18.607|KREFMAG=11.431|KREFERR= 0.006|TV_VI=0.0269,1,1.710,Z,17.157,18.607,,DY HER,AAVSO,STD,15,,,
2460158.67056,10.665,0.005,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.796|CMAGINS=17.589|CREFMAG=10.474|CREFERR= 0.005|KMAGINS=18.942|KREFMAG=11.431|KREFERR= 0.008|TV_VI=0.0269,1,1.718,Z,17.589,18.942,,DY HER,AAVSO,STD,15,,,
